Id,name,year,number of 4,number of 6,team,win,loss,draw
698,q,1997,10,5,aa,0,1,0
699,p,2010,22,12,aa,0,0,1
700,a,1991,15,15,aa,1,0,0
701,k,1995,13,7,bb,0,1,0
702,f,1992,21,5,ee,1,0,0
703,n,1989,0,15,ee,0,0,1
704,g,2005,20,15,aa,0,1,0
705,l,2001,18,1,aa,0,1,0
706,x,1991,10,2,dd,0,1,0
707,y,1999,22,12,cc,0,1,0
708,i,2007,24,15,aa,0,1,0
709,p,1992,3,10,dd,1,0,0
710,t,1993,5,13,ee,1,0,0
711,n,1992,25,8,cc,1,0,0
712,q,2010,10,12,aa,1,0,0
713,q,2006,22,9,aa,1,0,0
714,g,1991,19,5,bb,0,0,1
715,k,2000,17,10,cc,0,1,0
716,f,2001,17,5,cc,0,1,0
717,g,2005,0,1,ee,0,1,0
718,e,2004,13,12,ee,1,0,0
719,i,2000,2,11,aa,1,0,0
720,i,1993,8,8,cc,0,1,0
721,t,1990,16,5,cc,0,0,1
722,f,1990,23,15,aa,0,0,1
723,y,1991,19,12,aa,0,1,0
724,l,1989,8,6,dd,0,0,1
725,l,1992,1,9,ee,0,0,1
726,s,1989,23,11,ee,1,0,0
727,v,1994,24,0,aa,1,0,0
728,m,1993,25,1,dd,0,1,0
729,r,2000,24,12,cc,0,1,0
730,t,2010,17,10,dd,1,0,0
731,o,1990,10,10,bb,0,1,0
732,n,1990,1,5,bb,1,0,0
733,r,1995,13,11,cc,0,1,0
734,n,1993,25,6,bb,0,0,1
735,s,1992,12,1,bb,0,1,0
736,o,2005,16,7,ee,1,0,0
737,n,1993,13,6,ee,1,0,0
738,c,2003,22,2,cc,0,1,0
739,w,2000,14,6,ee,0,0,1
740,k,2003,1,0,cc,0,0,1
741,u,2008,1,11,bb,0,1,0
742,s,2004,13,4,ee,0,1,0
743,t,2007,22,9,cc,1,0,0
744,j,2009,15,12,ee,0,0,1
745,d,2008,4,8,dd,0,0,1
746,q,2004,2,1,bb,0,1,0
747,n,2007,10,1,ee,0,0,1
748,d,1991,12,13,dd,0,0,1
749,f,1991,3,8,dd,0,1,0
750,b,2010,22,6,dd,0,0,1
751,q,2006,22,10,cc,0,1,0
752,i,1997,21,1,cc,1,0,0
753,a,2002,13,5,bb,0,1,0
754,w,1998,10,5,aa,1,0,0
755,j,1988,5,13,bb,1,0,0
756,i,2003,5,12,ee,0,1,0
757,b,2007,0,6,aa,1,0,0
758,m,2005,8,11,dd,0,0,1
759,t,1995,6,14,ee,0,1,0
760,e,2002,22,5,ee,1,0,0
761,c,1988,21,13,cc,0,0,1
762,x,1999,10,4,aa,1,0,0
763,z,2009,23,4,dd,0,1,0
764,b,1993,2,10,aa,0,1,0
765,x,1988,1,13,bb,1,0,0
766,e,1991,11,1,bb,0,0,1
767,s,2000,16,13,bb,1,0,0
768,z,1989,4,6,aa,0,1,0
769,k,2003,20,15,dd,0,1,0
770,f,2007,3,9,aa,0,1,0
771,l,1997,25,1,bb,0,1,0
772,m,2003,5,3,aa,0,0,1
773,p,1996,12,11,cc,0,1,0
774,s,2002,23,5,cc,1,0,0
775,f,2000,16,15,cc,0,1,0
776,c,1989,7,0,ee,0,0,1
777,a,2007,11,10,bb,1,0,0
778,y,1997,6,6,dd,1,0,0
779,l,2004,2,1,dd,1,0,0
780,k,1999,21,10,bb,1,0,0
781,l,1998,15,0,ee,0,0,1
782,q,2010,9,4,cc,0,1,0
783,z,1991,18,5,cc,0,0,1
784,o,2009,15,2,dd,1,0,0
785,f,1991,24,2,cc,1,0,0
786,g,1995,6,12,ee,1,0,0
787,v,1999,11,5,ee,1,0,0
788,y,2002,9,9,aa,1,0,0
789,l,2001,9,11,bb,1,0,0
790,b,2002,19,8,aa,0,0,1
791,q,2005,19,13,cc,0,0,1
792,d,1989,20,11,bb,1,0,0
793,g,1994,22,0,cc,0,1,0
794,l,2000,11,5,cc,1,0,0
795,u,2009,22,13,aa,0,1,0
796,x,1992,11,4,aa,0,1,0
797,o,1996,25,11,aa,0,0,1
798,m,1990,25,5,cc,0,0,1
799,t,2005,7,10,dd,0,1,0
800,s,2008,16,15,dd,0,1,0
801,s,2007,10,7,aa,0,0,1
802,l,2005,4,2,aa,0,1,0
803,k,2007,10,4,dd,0,1,0
804,q,2005,1,0,ee,0,1,0
805,e,1997,1,14,ee,0,0,1
806,n,1996,1,5,dd,1,0,0
807,i,1992,25,11,ee,1,0,0
808,x,2003,19,3,ee,0,0,1
809,c,1993,19,15,cc,0,0,1
810,k,1993,16,3,dd,1,0,0
811,g,1993,16,7,cc,0,1,0
812,g,1991,9,2,aa,0,1,0
813,d,2010,11,1,ee,0,0,1
814,i,1991,1,8,dd,0,1,0
815,l,1989,3,1,bb,0,1,0
816,q,2000,6,7,aa,0,1,0
817,v,1994,18,14,bb,0,1,0
818,i,1991,19,2,aa,1,0,0
819,t,1998,13,0,bb,0,0,1
820,i,1988,13,12,cc,1,0,0
821,a,1995,3,9,dd,1,0,0
822,n,1993,8,3,aa,1,0,0
823,s,2006,20,10,dd,0,0,1
824,d,2002,17,1,dd,0,1,0
825,v,2001,16,4,dd,1,0,0
826,v,2008,0,1,bb,0,0,1
827,y,1999,8,12,bb,0,0,1
828,v,2009,15,14,cc,0,1,0
829,w,2003,10,3,ee,0,0,1
830,k,1994,21,7,dd,1,0,0
831,p,2007,2,13,aa,0,0,1
832,a,2008,0,4,aa,0,1,0
833,t,1990,22,1,dd,0,1,0
834,b,1992,9,9,dd,1,0,0
835,f,1996,15,13,aa,1,0,0
836,l,1998,6,13,bb,0,1,0
837,e,2004,5,6,bb,0,0,1
838,l,1998,7,11,cc,1,0,0
839,f,1991,1,5,dd,1,0,0
840,n,2008,10,5,bb,1,0,0
841,d,1995,5,8,ee,1,0,0
842,v,1999,25,15,aa,0,1,0
843,g,2001,0,13,ee,1,0,0
844,e,1992,13,0,dd,0,0,1
845,p,1999,1,0,bb,1,0,0
846,v,1996,12,15,aa,1,0,0
847,f,2002,13,15,ee,1,0,0
848,u,2003,19,11,aa,0,1,0
849,z,1996,19,2,ee,0,1,0
850,y,2010,13,7,aa,0,0,1
851,i,1989,2,2,dd,0,0,1
852,p,1988,14,14,cc,1,0,0
853,r,1995,18,13,ee,0,1,0
854,m,2005,4,7,dd,0,0,1
855,c,1997,6,10,cc,0,1,0
856,p,2002,24,5,ee,1,0,0
857,g,1997,16,9,ee,1,0,0
858,n,2006,22,9,dd,1,0,0
859,m,1999,22,3,bb,0,0,1
860,k,2009,0,8,cc,0,0,1
861,m,2004,22,10,bb,0,0,1
862,y,2005,17,3,aa,0,0,1
863,h,1999,13,0,dd,0,1,0
864,l,1992,4,5,cc,1,0,0
865,k,2007,24,5,ee,0,1,0
866,f,2000,0,8,ee,0,1,0
867,v,1995,12,2,dd,0,0,1
868,j,2001,14,0,aa,0,0,1
869,r,2006,22,0,ee,0,0,1
870,e,1994,4,13,bb,1,0,0
871,n,2007,22,8,aa,0,0,1
872,d,2008,25,15,dd,1,0,0
873,a,2002,22,11,bb,0,0,1
874,o,1991,16,2,dd,0,1,0
875,y,1999,16,11,aa,0,0,1
876,n,2002,11,12,aa,1,0,0
877,k,1992,3,1,aa,0,1,0
878,b,1993,19,15,bb,1,0,0
879,p,1992,21,11,dd,0,1,0
880,y,1995,21,9,ee,1,0,0
881,b,2007,4,1,bb,1,0,0
882,r,1990,23,6,ee,0,1,0
883,k,1996,21,6,ee,0,0,1
884,m,1996,11,9,dd,0,1,0
885,m,1995,4,5,cc,0,0,1
886,p,2005,9,5,dd,0,0,1
887,x,1993,23,4,bb,0,1,0
888,a,2006,6,9,dd,0,1,0
889,g,1990,10,10,aa,0,0,1
890,v,1995,2,13,dd,1,0,0
891,m,2000,20,13,cc,0,1,0
892,d,2001,1,0,dd,0,1,0
893,j,2001,1,11,cc,1,0,0
894,s,1989,23,3,cc,1,0,0
895,a,1999,10,14,ee,0,0,1
896,p,2004,22,3,ee,1,0,0
897,v,2004,3,6,bb,0,1,0
898,t,2007,2,14,ee,0,0,1
899,u,2001,4,4,aa,1,0,0
900,j,1995,8,10,bb,0,0,1
901,c,1988,4,0,cc,1,0,0
902,v,1989,13,5,aa,1,0,0
903,p,1995,13,11,bb,1,0,0
904,b,1994,22,5,bb,0,0,1
905,h,1988,19,3,cc,0,1,0
906,p,1991,14,14,cc,0,1,0
907,q,1996,5,8,ee,0,0,1
908,z,1989,17,2,dd,0,0,1
909,a,1999,13,12,bb,0,1,0
910,l,2004,21,15,bb,1,0,0
911,m,1989,21,14,dd,0,1,0
912,n,1994,22,14,ee,0,1,0
913,z,2001,17,15,ee,0,0,1
914,g,1991,8,15,dd,0,0,1
915,h,1988,3,6,aa,0,0,1
916,b,1993,12,13,bb,0,0,1
917,v,2003,22,7,ee,0,0,1
918,x,2010,12,3,aa,0,0,1
919,j,1992,11,10,bb,1,0,0
920,c,1991,25,9,cc,1,0,0
921,t,2010,7,15,ee,0,0,1
922,b,2003,0,8,bb,0,1,0
923,o,1989,11,9,aa,1,0,0
924,z,1997,4,13,cc,0,0,1
925,o,1988,19,4,cc,1,0,0
926,g,1996,23,13,cc,0,1,0
927,d,2006,0,12,aa,0,1,0
928,p,2008,10,0,bb,0,1,0
929,k,1996,4,14,bb,1,0,0
930,u,1997,16,7,ee,1,0,0
931,v,2006,7,5,aa,0,0,1
932,k,2008,6,1,ee,1,0,0
933,g,2010,2,0,ee,0,1,0
934,u,2003,4,10,ee,0,0,1
935,p,1996,8,3,cc,0,0,1
936,f,1988,4,14,bb,0,0,1
937,n,2010,8,14,dd,0,1,0
938,m,2010,21,4,dd,0,1,0
939,n,2002,20,2,cc,0,0,1
940,a,2010,25,0,dd,1,0,0
941,w,2000,25,8,bb,0,0,1
942,u,1996,3,7,ee,0,1,0
943,u,1991,2,9,dd,0,0,1
944,d,1998,6,10,cc,0,1,0
945,l,1993,5,7,cc,1,0,0
946,o,2005,0,15,dd,0,1,0
947,k,1998,18,7,aa,0,0,1
948,b,1989,13,7,aa,0,1,0
949,n,2006,9,6,bb,0,1,0
950,z,1996,3,0,dd,0,1,0
951,x,2010,18,2,dd,0,0,1
952,d,1996,8,10,aa,1,0,0
953,u,2002,24,8,ee,0,1,0
954,z,2004,25,13,ee,0,1,0
955,b,1991,2,0,aa,0,0,1
956,l,1988,16,7,aa,1,0,0
957,k,2000,17,12,bb,0,0,1
958,o,2003,6,8,bb,0,0,1
959,a,1996,11,15,dd,1,0,0
960,r,2006,12,9,bb,0,0,1
961,i,1999,0,10,bb,0,1,0
962,h,1997,12,4,cc,0,0,1
963,d,2000,19,10,ee,0,0,1
964,q,2006,17,5,aa,0,0,1
965,f,1997,20,6,bb,0,0,1
966,y,2007,4,12,ee,0,0,1
967,p,1991,20,12,aa,1,0,0
968,d,1998,23,3,bb,0,0,1
969,v,1990,24,0,bb,0,0,1
970,z,1998,0,10,aa,0,0,1
971,q,1990,22,5,bb,0,0,1
972,i,2001,6,4,dd,0,0,1
973,y,1999,22,2,ee,0,0,1
974,b,2009,11,10,dd,0,1,0
975,c,1998,5,7,aa,1,0,0
976,k,2003,2,8,dd,0,1,0
977,p,2000,15,15,cc,1,0,0
978,y,2008,14,13,ee,0,0,1
979,f,2009,1,10,dd,0,1,0
980,x,1995,2,0,ee,0,1,0
981,g,2004,22,14,aa,0,0,1
982,l,1994,6,8,bb,0,1,0
983,h,2005,12,3,cc,1,0,0
984,j,2001,25,1,cc,1,0,0
985,b,1992,21,5,bb,0,1,0
986,c,1988,5,0,cc,1,0,0
987,r,2007,12,9,cc,0,0,1
988,x,2001,17,10,cc,1,0,0
989,r,2007,3,2,aa,0,0,1
990,r,2002,12,2,dd,0,0,1
991,c,2000,5,4,aa,0,0,1
992,p,2008,1,3,cc,0,1,0
993,h,1989,11,15,ee,0,0,1
994,b,2010,3,2,dd,1,0,0
995,n,1992,4,0,bb,1,0,0
996,d,1994,8,13,ee,1,0,0
997,b,2001,16,11,cc,1,0,0
998,r,1991,6,3,cc,0,1,0
999,y,1988,14,15,ee,0,1,0
1000,d,1991,23,1,bb,0,0,1
1001,v,1991,24,14,aa,0,0,1
1002,d,2009,9,6,aa,0,0,1
1003,x,1999,9,6,dd,0,0,1
1004,l,2007,3,10,cc,0,0,1
1005,v,1990,12,6,ee,1,0,0
1006,l,2003,13,0,aa,0,1,0
1007,t,2003,9,1,ee,0,1,0
1008,d,2006,1,15,cc,0,1,0
1009,l,1992,9,1,bb,1,0,0
1010,f,2006,20,8,cc,1,0,0
1011,w,2001,20,8,dd,0,1,0
1012,k,2000,1,5,dd,0,1,0
1013,o,2005,12,10,bb,0,0,1
1014,i,2007,5,11,bb,1,0,0
1015,i,1994,9,13,bb,0,1,0
1016,j,1992,9,10,aa,0,1,0
1017,i,2001,3,0,cc,1,0,0
1018,i,2010,10,2,dd,0,0,1
1019,k,2003,14,11,aa,1,0,0
1020,u,2006,14,12,cc,0,0,1
1021,r,2004,5,15,cc,1,0,0
1022,p,1988,12,8,ee,0,1,0
1023,a,1995,13,0,cc,0,0,1
1024,y,1995,11,13,cc,0,1,0
1025,k,2000,24,8,bb,0,1,0
1026,k,2005,23,6,ee,0,1,0
1027,u,1994,15,3,dd,0,1,0
1028,a,2002,14,14,aa,0,0,1
1029,b,1996,7,9,bb,0,0,1
1030,i,1992,15,13,bb,0,0,1
1031,o,1995,5,6,ee,0,0,1
1032,n,1996,8,10,cc,0,0,1
1033,j,2005,6,8,cc,0,1,0
1034,d,2002,21,4,dd,0,1,0
1035,a,1997,12,7,dd,0,0,1
1036,s,1999,10,13,bb,1,0,0
1037,i,1996,17,11,bb,0,1,0
1038,n,2002,2,4,ee,0,1,0
1039,w,2003,15,10,cc,0,1,0
1040,s,2009,17,14,ee,1,0,0
1041,m,2000,3,13,ee,1,0,0
1042,a,1992,16,8,ee,1,0,0
1043,b,1989,25,15,aa,0,0,1
1044,o,1989,18,9,bb,0,1,0
1045,a,2001,10,5,bb,0,0,1
1046,a,2009,1,12,cc,0,1,0
1047,t,2006,5,4,cc,0,0,1
1048,m,1998,8,6,aa,1,0,0
1049,y,2001,8,5,cc,1,0,0
1050,e,1992,20,4,dd,0,0,1
1051,u,2002,19,15,dd,0,1,0
1052,j,1997,3,13,cc,1,0,0
1053,z,1988,15,6,bb,0,1,0
1054,d,2006,25,11,dd,0,1,0
1055,s,1998,14,4,ee,1,0,0
1056,j,1989,18,9,bb,0,1,0
1057,e,2007,23,3,aa,1,0,0
1058,m,1999,22,9,bb,1,0,0
1059,m,1997,13,2,cc,1,0,0
1060,w,2005,22,10,bb,1,0,0
1061,b,2007,25,7,cc,1,0,0
1062,j,1989,23,3,ee,1,0,0
1063,r,1988,25,1,ee,0,0,1
1064,q,1991,24,4,bb,0,1,0
1065,u,2007,9,14,aa,0,1,0
1066,s,2003,16,6,aa,0,0,1
1067,d,2004,11,7,bb,1,0,0
1068,g,2008,21,2,dd,1,0,0
1069,p,1993,25,10,ee,0,1,0
1070,i,1992,1,1,ee,0,0,1
1071,a,1988,0,7,cc,0,1,0
1072,v,2006,19,8,dd,1,0,0
1073,u,2005,5,0,aa,1,0,0
1074,i,2005,10,8,aa,0,1,0
1075,n,2003,25,6,aa,1,0,0
1076,k,1989,8,10,bb,1,0,0
1077,p,1999,17,3,dd,0,0,1
1078,y,1993,3,11,cc,1,0,0
1079,t,1994,22,5,cc,0,1,0
1080,h,2010,19,13,aa,0,1,0
1081,l,2001,17,0,dd,1,0,0
1082,e,1991,17,2,cc,0,0,1
1083,p,2006,17,4,ee,0,0,1
1084,b,1994,16,4,aa,0,0,1
1085,q,1993,12,10,cc,1,0,0
1086,j,2008,7,14,cc,0,1,0
1087,h,2003,5,7,dd,0,0,1
1088,g,1999,24,6,cc,1,0,0
1089,q,2000,13,4,cc,0,0,1
1090,y,1991,6,11,dd,0,1,0
1091,g,1996,23,13,dd,0,0,1
1092,e,2010,6,5,ee,0,1,0
1093,y,1988,17,7,aa,0,0,1
1094,x,2001,24,11,aa,0,0,1
1095,o,1993,0,9,cc,1,0,0
1096,k,2009,13,2,dd,1,0,0
1097,v,2004,17,5,bb,0,0,1
1098,c,2008,15,2,ee,0,0,1
1099,v,2006,11,13,bb,0,0,1
1100,r,2002,13,10,cc,1,0,0
1101,a,2008,24,0,cc,1,0,0
1102,z,2001,6,12,cc,1,0,0
1103,l,1995,22,15,cc,0,1,0
1104,o,1997,12,6,cc,1,0,0
1105,o,1999,19,5,bb,1,0,0
1106,u,1989,2,10,bb,0,0,1
1107,e,1995,25,7,aa,0,0,1
1108,g,1993,6,3,aa,0,1,0
1109,n,2010,22,8,dd,1,0,0
1110,t,1995,19,2,cc,1,0,0
1111,d,1998,0,2,ee,0,0,1
1112,n,1989,22,12,bb,1,0,0
1113,j,1996,17,3,cc,0,1,0
1114,n,1996,20,7,bb,1,0,0
1115,n,1996,22,15,ee,0,1,0
1116,o,2006,10,2,bb,0,0,1
1117,a,1996,3,4,dd,0,0,1
1118,y,1996,1,6,ee,0,1,0
1119,h,2008,13,12,dd,0,0,1
1120,w,2003,5,10,cc,0,1,0
1121,q,2003,7,2,cc,1,0,0
1122,f,2009,1,8,cc,0,1,0
1123,a,2009,14,7,ee,0,1,0
1124,h,1999,22,13,ee,0,0,1
1125,x,2002,7,7,dd,0,0,1
1126,u,1989,15,8,cc,0,1,0
1127,h,2003,4,1,dd,1,0,0
1128,u,2008,12,14,cc,1,0,0
1129,e,2002,20,15,ee,0,1,0
1130,o,1997,11,12,ee,0,1,0
1131,u,2009,4,3,bb,1,0,0
1132,c,1996,4,11,bb,1,0,0
1133,e,2007,23,11,dd,1,0,0
1134,r,2004,18,13,dd,1,0,0
1135,w,2000,8,5,aa,1,0,0
1136,k,1988,22,1,cc,0,1,0
1137,w,2009,15,1,aa,0,1,0
1138,b,2003,17,14,ee,0,0,1
1139,v,1989,15,14,ee,0,0,1
1140,z,2004,3,12,bb,0,1,0
1141,g,2007,23,13,cc,0,0,1
1142,f,1991,7,1,bb,0,0,1
1143,z,2003,25,13,dd,1,0,0
1144,j,1997,6,11,aa,0,0,1
1145,r,1994,23,15,aa,0,0,1
1146,l,2004,9,3,cc,0,0,1
1147,q,1994,0,5,bb,0,1,0
1148,h,2001,5,8,dd,0,1,0
1149,u,2003,9,5,bb,0,0,1
1150,t,1992,23,6,cc,0,1,0
1151,p,1993,5,10,cc,0,1,0
1152,c,2010,21,13,cc,0,0,1
1153,k,1989,22,9,bb,0,0,1
1154,n,1993,4,3,aa,1,0,0
1155,v,1998,19,4,dd,0,1,0
1156,t,1997,23,13,ee,1,0,0
1157,h,1999,8,12,aa,1,0,0
1158,x,2004,13,10,dd,0,1,0
1159,y,2008,3,9,aa,0,0,1
1160,f,2008,10,5,cc,0,0,1
1161,h,1999,3,3,bb,0,1,0
1162,j,1996,20,0,ee,0,0,1
1163,o,2003,22,7,bb,0,0,1
1164,d,1988,10,3,cc,1,0,0
1165,p,2006,6,12,aa,0,1,0
1166,b,1998,5,4,ee,0,1,0
1167,a,2001,21,10,cc,1,0,0
1168,q,2001,24,0,ee,0,1,0
1169,d,1993,17,15,dd,0,0,1
1170,k,2003,12,13,bb,0,0,1
1171,e,1995,11,2,cc,0,0,1
1172,o,2004,13,5,bb,1,0,0
1173,r,2001,8,10,ee,1,0,0
1174,d,2001,7,0,ee,1,0,0
1175,b,2001,17,7,bb,1,0,0
1176,e,1991,18,6,dd,0,0,1
1177,s,2006,17,14,dd,0,1,0
1178,l,2002,12,4,aa,1,0,0
1179,u,2000,5,12,bb,0,0,1
1180,k,2006,12,9,ee,0,0,1
1181,c,1994,4,8,aa,0,0,1
1182,w,2000,21,4,ee,0,0,1
1183,b,2010,19,8,dd,0,1,0
1184,y,2010,14,2,aa,1,0,0
1185,a,2000,23,4,bb,0,1,0
1186,w,2003,16,3,bb,0,0,1
1187,x,2009,0,13,cc,1,0,0
1188,s,1991,24,6,dd,0,0,1
1189,a,2008,4,12,ee,0,0,1
1190,a,2000,10,1,aa,0,1,0
1191,d,1998,14,1,dd,0,1,0
1192,f,1995,21,3,ee,0,0,1
1193,l,1989,17,0,aa,0,1,0
1194,g,2000,10,3,dd,0,1,0
1195,t,2008,8,5,cc,0,0,1
1196,i,1996,1,9,dd,0,0,1
1197,s,2008,13,8,cc,1,0,0
1198,u,1999,16,1,bb,0,1,0
1199,p,2005,0,2,aa,1,0,0
1200,i,1994,16,6,cc,0,0,1
1201,n,2003,24,10,aa,1,0,0
1202,k,1993,13,12,ee,0,1,0
1203,i,1988,20,0,ee,1,0,0
1204,b,1998,9,8,bb,1,0,0
1205,y,2001,20,7,dd,0,0,1
1206,a,1997,14,15,bb,0,0,1
1207,m,2001,0,5,dd,0,1,0
1208,p,1990,7,0,ee,0,1,0
1209,s,2001,25,2,aa,0,0,1
1210,k,1989,16,7,ee,0,1,0
1211,x,1996,11,3,aa,1,0,0
1212,r,1998,17,15,aa,0,0,1
1213,u,1988,13,4,aa,0,0,1
1214,k,1991,5,11,dd,1,0,0
1215,u,1998,10,8,bb,1,0,0
1216,h,1991,7,7,ee,1,0,0
1217,y,1991,10,14,aa,0,1,0
1218,j,1997,8,14,dd,1,0,0
1219,o,1996,7,15,ee,0,0,1
1220,d,1996,2,9,bb,0,0,1
1221,f,2009,11,11,ee,0,1,0
1222,z,1993,6,4,aa,0,0,1
1223,k,1990,10,13,ee,0,0,1
1224,s,2008,8,3,aa,1,0,0
1225,h,1992,21,9,dd,0,0,1
1226,f,2005,17,5,dd,0,1,0
1227,h,2002,7,12,cc,0,1,0
1228,r,2004,14,1,aa,0,1,0
1229,l,1996,17,12,bb,1,0,0
1230,p,2002,24,0,dd,0,0,1
1231,v,1989,5,14,ee,1,0,0
1232,i,2002,16,6,aa,0,1,0
1233,e,1998,24,3,bb,1,0,0
1234,j,1996,16,4,dd,0,0,1
1235,l,1988,8,1,cc,0,1,0
1236,u,1999,2,10,ee,0,0,1
1237,k,2003,9,4,bb,0,1,0
1238,p,2005,3,4,cc,1,0,0
1239,u,1992,18,4,cc,1,0,0
1240,t,2010,10,0,aa,1,0,0
1241,d,1998,8,4,cc,1,0,0
1242,a,2008,17,8,dd,0,1,0
1243,f,2000,2,0,bb,0,0,1
1244,f,1998,18,1,dd,0,1,0
1245,u,2010,8,7,aa,0,1,0
1246,l,1994,16,12,bb,0,0,1
1247,z,2004,5,8,dd,0,0,1
1248,f,1992,21,3,cc,0,1,0
1249,t,1991,22,6,dd,1,0,0
1250,z,1994,11,1,dd,0,0,1
1251,t,2008,11,6,bb,1,0,0
1252,n,1996,7,15,aa,0,0,1
1253,m,1999,20,2,bb,0,0,1
1254,y,1988,25,8,bb,0,0,1
1255,w,1994,22,3,bb,1,0,0
1256,q,1994,22,10,dd,0,0,1
1257,j,2002,16,14,aa,1,0,0
1258,k,2004,6,14,cc,1,0,0
1259,l,2007,24,5,aa,0,0,1
1260,p,1997,1,0,ee,1,0,0
1261,q,1995,2,4,cc,0,1,0
1262,p,1995,10,2,bb,1,0,0
1263,n,2006,10,10,dd,1,0,0
1264,m,1989,2,13,bb,0,1,0
1265,y,2006,18,12,bb,1,0,0
1266,n,2006,22,2,bb,0,1,0
1267,t,2000,3,8,cc,0,0,1
1268,p,2006,17,2,ee,0,1,0
1269,g,2002,14,8,aa,0,1,0
1270,y,1995,23,12,bb,0,0,1
1271,g,2006,3,2,dd,0,1,0
1272,p,2002,14,6,cc,0,1,0
1273,k,2010,2,2,ee,0,1,0
1274,u,2004,3,15,cc,0,0,1
1275,z,1996,12,5,cc,0,0,1
1276,r,2006,6,13,dd,0,0,1
1277,q,1995,0,5,ee,1,0,0
1278,u,1998,23,11,cc,0,1,0
1279,a,2006,21,5,cc,1,0,0
1280,h,2007,24,13,dd,0,0,1
1281,e,2004,24,8,cc,0,1,0
1282,e,1994,14,12,ee,1,0,0
1283,i,2008,15,7,bb,0,0,1
1284,f,1993,25,0,ee,0,0,1
1285,d,1994,7,11,ee,0,1,0
1286,x,1990,18,8,dd,0,1,0
1287,y,2002,11,7,ee,0,0,1
1288,s,2005,5,13,bb,0,1,0
1289,m,1991,25,14,ee,0,1,0
1290,w,1995,17,1,dd,0,1,0
1291,n,1996,2,10,dd,0,0,1
1292,o,1994,22,0,dd,0,1,0
1293,f,1995,22,2,aa,1,0,0
1294,s,2008,19,0,cc,1,0,0
1295,e,2005,11,1,bb,0,1,0
1296,g,1994,25,10,dd,0,0,1
1297,d,2006,13,5,aa,1,0,0
1298,n,1999,1,5,dd,0,1,0
1299,w,2007,7,13,dd,0,1,0
1300,i,2008,23,11,aa,0,1,0
1301,t,1994,16,2,dd,1,0,0
1302,a,1989,13,15,ee,0,0,1
1303,p,2007,19,6,bb,1,0,0
1304,v,1988,9,7,ee,0,0,1
1305,r,1997,19,13,ee,1,0,0
1306,x,1994,7,6,ee,0,1,0
1307,x,2010,10,12,bb,1,0,0
1308,c,1989,15,10,bb,0,1,0
1309,y,1999,10,7,ee,1,0,0
1310,d,1989,23,15,cc,1,0,0
1311,e,1993,16,13,aa,0,0,1
1312,y,2007,21,4,bb,1,0,0
1313,c,1988,21,9,cc,0,0,1
1314,u,1990,0,15,bb,0,1,0
1315,v,1989,1,12,bb,0,0,1
1316,v,1991,3,8,ee,0,0,1
1317,q,1998,12,1,dd,1,0,0
1318,k,2005,2,7,aa,1,0,0
1319,m,2008,12,6,aa,1,0,0
1320,b,2003,18,6,ee,0,0,1
1321,i,1995,10,15,dd,0,0,1
1322,a,1996,7,6,aa,0,1,0
1323,s,2007,22,5,bb,0,0,1
1324,r,2007,12,0,aa,0,1,0
1325,h,2008,20,8,aa,1,0,0
1326,f,2002,6,15,aa,0,1,0
1327,q,2001,7,3,aa,0,1,0
1328,c,2010,9,1,bb,0,1,0
1329,k,2001,22,7,cc,0,0,1
1330,n,2001,19,0,bb,1,0,0
1331,f,2007,10,10,cc,0,1,0
1332,a,1988,21,7,bb,1,0,0
1333,z,1993,21,15,aa,0,0,1
1334,j,2001,4,5,ee,0,1,0
1335,d,1993,14,7,dd,0,1,0
1336,p,2002,22,6,cc,0,0,1
1337,b,2001,11,9,aa,0,1,0
1338,r,2007,21,8,bb,1,0,0
1339,i,1991,9,4,cc,1,0,0
1340,q,2007,8,11,bb,0,0,1
1341,a,1994,22,2,ee,0,0,1
1342,j,1995,1,9,bb,0,1,0
1343,y,2007,0,13,ee,0,1,0
1344,t,1988,11,8,dd,0,1,0
1345,w,2003,14,12,ee,0,1,0
1346,w,1990,6,13,bb,0,0,1
1347,q,1988,16,11,bb,0,1,0
1348,h,2005,9,7,dd,1,0,0
1349,r,2004,4,14,aa,1,0,0
1350,n,2009,20,5,aa,1,0,0
1351,y,2004,19,8,ee,0,0,1
1352,w,2009,20,3,dd,1,0,0
1353,t,2005,23,5,cc,1,0,0
1354,l,2006,1,9,ee,1,0,0
1355,o,2000,23,5,aa,0,1,0
1356,d,1995,15,11,ee,0,1,0
1357,f,2001,0,13,bb,0,0,1
1358,c,2001,15,11,bb,0,0,1
1359,i,2005,22,5,cc,1,0,0
1360,y,1998,20,10,ee,1,0,0
1361,r,2006,18,14,bb,0,0,1
1362,l,1988,19,4,aa,0,1,0
1363,s,1996,22,9,dd,1,0,0
1364,w,2001,20,6,ee,1,0,0
1365,c,1993,12,3,bb,0,1,0
1366,q,2004,7,1,dd,1,0,0
1367,w,1991,6,15,ee,1,0,0
1368,g,2000,10,12,aa,0,1,0
1369,s,1988,3,11,cc,0,1,0
1370,v,1994,5,7,aa,0,1,0
1371,m,1991,4,1,cc,1,0,0
1372,p,1999,9,6,cc,1,0,0
1373,b,2002,11,11,aa,0,0,1
1374,m,2002,20,11,dd,1,0,0
1375,x,2006,18,11,dd,0,1,0
1376,p,2005,25,7,bb,1,0,0
